key,q_no,question,ア,イ,ウ,エ,オ,カ,a_no,1,2,3,4,5,6,abnormal_flg
R5_2,11,守秘義務に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,公認会計士が守秘義務に違反した場合には，刑事罰の対象となることがある。,守秘義務は，監査証明業務に従事する公認会計士が知り得た秘密に対して課せられる義務であり，公認会計士が非監査証明業務に従事することによって知り得た秘密は，守秘義務の対象とはならない。,監査人予定者は，監査契約の締結前に会社から得た情報及び監査業務の引継に関して前任監査人から得た情報に対して，当該会社と監査契約を締結するか否かにかかわらず守秘義務を負う。,監査法人の特定社員は，公認会計士である社員と同様に守秘義務を負うが，特定社員でなくなったときに守秘義務が解除される。,,,2,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_2,12,職業的懐疑心に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査基準の職業的懐疑心における経営者が誠実であるとの想定は，監査における不正リスク対応基準の設定に伴って変更されることになった。,監査人は，入手した記録や証憑書類の真正性に疑いを抱く理由がなければ，通常，それらの記録や証憑書類を真正なものとして受け入れることができるが，その場合でも，監査証拠として利用する情報の信頼性を検討する必要がある。,監査人が，被監査会社に対して監査を実施してきた経験に基づいて，同社の経営者の誠実性を疑う理由がないと判断する場合には，職業的懐疑心を保持する必要性が軽減されることがある。,監査人が職業的懐疑心を適切に保持又は発揮したかどうかについての判断は，具体的な状況において監査人がどのような監査手続を実施したかに基づいて行われる。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_2,13,監査計画に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査計画には，監査の基本的な方針と詳細な監査計画がある。監査の基本的な方針で策定される監査手続には，リスク評価手続が含まれる。,監査人が，監査の基本的な方針を策定する際に決定する重要性の基準値は，財務諸表全体に対して設定されるものであり，特定の財務諸表項目に対して設定されるものではない。,監査要点とは，監査における具体的な立証の目標をいう。監査人は，監査計画において，財務諸表項目に対して監査要点を設定する。,監査計画は，リスク・アプローチの採用によって一層重要となった。すなわち，リスク・アプローチの採用によって，リスクの評価と監査手続，監査証拠の評価，監査意見の形成といった監査の一連の活動の相関性が増し，これらの活動を適切に管理するために監査計画が重要となった。,,,6,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_2,14,不正による重要な虚偽表示リスクに関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,売上高や当期純利益などの財務数値の目標達成に対して，経営者と営業担当者が強いプレッシャーを受けている状況は，不正リスク要因となりうる。,監査人は，財務諸表全体に関連する不正による重要な虚偽表示リスクを識別したとしても，財務諸表のどの項目に不正が生じているかは明確ではないため，監査計画に，企業が想定しない要素を組み込んではならない。,監査人は，経営者が関与する不正による重要な虚偽表示リスクを客観的に識別及び評価する観点から，被監査会社で想定される不正について，経営者に質問してはならない。,経営者による内部統制の無効化は不正による重要な虚偽表示リスクであり，監査人は，当該リスクを特別な検討を必要とするリスクとしなければならない。,,,3,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_2,15,リスク評価手続に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査リスクとは，財務諸表に生じた重要な虚偽表示を，監査人が監査手続を実施しても看過してしまうリスクをいう。監査人は，このリスクを合理的に低い水準に抑えることが求められている。,監査人は，虚偽表示の発生可能性と影響の度合いを考慮して，固有リスクが最も高い領域に存在すると評価した場合，そのリスクを特別な検討を必要とするリスクとしなければならない。なお，ここでいう虚偽表示の影響には，金額的な影響だけでなく質的な影響も含まれる。,特定のアサーションが，関連するアサーション（重要な虚偽表示リスクが識別されたアサーション）かどうかを判断するに当たっては，監査人は，当該アサーションについて固有リスクと統制リスクの両者を評価しなければならない。,監査人は，当年度の重要な虚偽表示リスクを評価するため，過年度に自ら監査手続を実施して入手した情報を利用することがあるが，そうした情報についても，監査証拠としての適合性及び信頼性を評価しなければならない。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_2,16,リスク対応手続に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査人は，評価したアサーション・レベルの重要な虚偽表示リスクに応じて，実施する監査手続の種類，時期及び範囲を立案し実施しなければならないが，評価したリスクへの対応という点では，監査手続の種類が最も重要である。,監査人は，評価したアサーション・レベルの重要な虚偽表示リスクが特別な検討を必要とするリスクであると判断した場合，そのリスクに対しては，個別に対応する実証手続を実施しなければならないが，内部統制に依拠しないのであれば，実証手続に詳細テストを含めなければならない。,監査人は，期中に，当初のリスク評価において予期しなかった虚偽表示を発見した場合には，不正による重要な虚偽表示リスクを識別するとともに，当該リスクに応じたリスク対応手続の実施が求められる。,監査人は，重要性のある取引種類，勘定残高又は注記事項であっても，重要な虚偽表示リスクを識別しなければ，実証手続を立案し実施することは求められていない。,,,1,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_2,17,監査の過程で識別した虚偽表示の評価に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査人は，重要性があると判断される虚偽表示と比べて金額的にごく少額な水準として定めた「明らかに僅少」な虚偽表示を他の虚偽表示と集計する必要はないが，「明らかに僅少」であるかどうかについて何らかの疑義がある場合は「明らかに僅少」ではないと判断し，これを他の虚偽表示と集計しなければならない。,監査の過程で集計した虚偽表示の合計が重要性の基準値に近似していても，その範囲内であれば，監査人は，当初策定した監査計画の修正を検討する必要はない。,監査人は，過年度に重要性がないと判断された未修正の虚偽表示については，当年度の未修正の虚偽表示が重要であるかの判断において考慮する必要はない。,修正の虚偽表示のうち重要な虚偽表示がある場合には，監査人は，監査役等が経営者に重要な虚偽表示の修正を求めることができるように，監査報告書日よりも前に監査役等とのコミュニケーションを行うことが必要である。,,,3,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_2,18,グループ監査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,グループ財務諸表に関する監査の基準は，連結財務諸表の監査のみならず，個別財務諸表が複数の構成単位から作成される場合や，単一の構成単位から作成される財務諸表の監査において他の監査人を関与させる場合にも必要に応じて適用されることがある。,グループ監査チームは，構成単位の財務情報に関する作業の実施を構成単位の監査人に依頼する場合，構成単位の監査人が同じネットワークに属する他の事務所に所属していても，独立性に問題がないかを理解しなければならない。,グループ監査チームは，構成単位の財務情報について，構成単位の監査人が実施すべき作業の種類を決定し，構成単位の監査人に指示することまでが求められており，当該構成単位の監査人の作業を評価する必要はない。,グループ監査チームは，構成単位の財務情報の監査又はレビューを実施する場合に用いる構成単位の重要性の基準値を決定しなければならないが，この構成単位の重要性の基準値は，グループ財務諸表全体としての重要性の基準値より高く設定しなければならない。,,,1,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_2,19,監査報告書に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,特別目的の財務諸表に対する監査報告書においては，監査上の主要な検討事項を記載してはならない。,監査人は，監査上の主要な検討事項の報告が求められる場合において，それに該当する事項がないときでも，監査報告書において，「監査上の主要な検討事項」の見出しを付した区分を設けて，その旨を記載しなければならない。,監査人は，経営者が作成する財務諸表が継続企業を前提とすることが適切ではないと判断した場合，継続企業を前提とした財務諸表に不適正である旨の意見を表明するとともに，その理由を記載しなければならない。,財務諸表において継続企業の前提に関する開示がない限り，監査報告書上の経営者及び監査役等の責任の区分には，経営者には継続企業の前提に関する評価及び開示を行う責任がある旨の記載は必要とされない。,,,4,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_2,20,監査報告に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査人は，監査の過程で監査役等と協議した事項の中から，特に注意を払った事項を決定し，その決定事項を監査報告書に監査上の主要な検討事項として記載することが求められる。,監査人が，監査報告書において，我が国における一般に公正妥当と認められる監査の基準に基づいて財務諸表に対して意見表明する責任に加えて，その他の報告責任についても記載する場合，財務諸表監査とは別の区分を設けなければならない。,監査人は，将来の帰結が予測し得ない状況について，財務諸表に与える影響が複合的かつ多岐にわたる場合，重要な監査手続を実施できなかった場合に準じて意見の表明をしないことがある。,監査人は，特別の利用目的に適合した会計の基準により作成される財務諸表に対する監査報告書において，想定される主な利用者等を記載するとともに，他の目的で利用できる場合がある旨の記載が求められている。,,,4,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,1,財務諸表監査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,財務諸表監査における二重責任の原則とは，経営者と公認会計士が，適正な財務諸表を作成する責任を分担して負うことを意味するものであり，利用者の意思決定に有用な財務諸表を提供するために必要不可欠な原則である。,監査人に独立性が要求される理由には，監査人自身が，特定の利害関係者の利害に偏らず公正に判断できるようにすること，また，監査人の意見が財務諸表利用者に信頼されるようにすることが含まれている。,監査における保証が，絶対的でなく合理的な保証に留まるのは，財務諸表には将来の見積りの要素が含まれるといった財務報告の性格や，財務諸表監査における監査手続では必ずしも不正による重要な虚偽表示を発見できるわけではないといった監査の固有の限界があるためである。,被監査会社の財務諸表は当該会社の財政状態，経営成績及びキャッシュ・フローの状況を適正に表示しているとの監査人の意見には，当該会社の安全性及び収益性に対する監査人の評価が含まれている。,,,4,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,2,我が国における財務諸表監査の歴史に関する次のアからエの記述を発生した順に並べ替えたとき， 2 番目と3 番目の記述の組合せとして最も適切な番号を一つ選びなさい。,上場会社の有価証券報告書の虚偽記載の事案が相次ぎ，財務報告に係る信頼性が問題となったことから，経営者による内部統制の評価及び監査人による内部統制の監査が法定された。,経営者が関与する重要な虚偽表示が，経営者の経営姿勢，企業のビジネス・モデル，企業環境の変化，業界慣行など，さまざまな要因が絡み合って発生している一方で，監査人の判断は財務諸表の個々の項目に集中しており，それが経営者の関与による重要な虚偽表示を看過する原因となっていると考えられていた。そこで，監査基準が改訂され，財務諸表全体レベルでのリスク評価を含む，新たな視点がリスク・アプローチに導入された。,監査基準に，いわゆる「期待ギャップ問題」に対応するため監査の目的がはじめて規定されたとともに，不正への対応が監査基準に明示された。,世界各国で，財務諸表の重要な虚偽表示に対する監査人の職業的懐疑心の重要性が再認識される中，我が国でも上場会社の大規模な会計不正の事案が発生したため，監査基準に加えて監査における不正リスク対応基準が設定された。,,,1,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,3,公認会計士法に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,公認会計士の職責には，独立性は含まれていない。これは，公認会計士の職責の対象となる業務が，監査業務だけでなく非監査業務も含むためである。,公認会計士となる資格を有する者が，公認会計士となるためには，日本公認会計士協会に備えられた公認会計士名簿へ公認会計士としての登録を受けなければならない。この登録により，当然に，日本公認会計士協会の会員となり，日本公認会計士協会が自主的に定める会則を守ることが求められる。,監査法人は，その業務のもつ公益性が高く，共同組織体として組織的な監査の遂行が公正かつ適切に行われる必要がある。そのため，監査法人の設立に当たっては，内閣総理大臣の認可を受けることを要する。,内閣総理大臣は，公認会計士又は監査法人に対して懲戒の処分をするに当たっては，公認会計士・監査審査会による勧告がない事案については，公認会計士・監査審査会の意見を聴取しなければならない。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,4,金融商品取引法監査制度に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,中間監査報告書及び四半期レビュー報告書上に記載すべき公認会計士又は監査法人の責任の内容について，中間監査及び四半期レビューのそれぞれの目的は内部統制の有効性について意見を表明するものではないことを含む必要がある。,公認会計士又は監査法人が監査証明を行うに当たり，被監査会社の法令違反等事実を発見した場合，当該会社に対して当該事実の内容等を書面等により通知しなければならない。ただし，その通知の内容には当該事実に係る適切な措置をとるべき旨を含む必要はない。,監査報告書における監査上の主要な検討事項の記載は，重要な監査手続が実施されなかったこと等により，公認会計士又は監査法人が監査意見を表明しない場合には要求されない。,有価証券届出書に含まれる財務計算に関する書類の重要事項について虚偽記載があったことにより，その事実を知らない投資者に損害が発生した場合，虚偽記載がないとする監査証明をした公認会計士又は監査法人はその損害を賠償する責任を負うが，監査証明をしたことについて故意又は過失がなかったことを証明したときはこの限りではない。,,,6,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,5,金融商品取引法監査制度に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,公認会計士又は監査法人が作成する内部統制監査報告書は，内閣府令で定めるもののほか，一般に公正妥当と認められる財務報告に係る内部統制の監査に関する基準及び慣行に従って実施された監査の結果に基づき作成される必要がある。,上場会社の監査を終了した公認会計士又は監査法人は，監査が終了した日から三月を経過する日の属する月の末日までに，監査に関係する記録や資料を監査調書として整理して，これをその事務所に備えておく必要がある。,上場会社は，原則として，公認会計士又は監査法人の監査証明を受けなければならないものの，監査証明を受けなくても公益又は投資者保護に欠けることがないものとして内閣総理大臣の承認を受けた場合は必ずしも監査証明は必要とされない。,上場会社の監査証明に際して公認会計士又は監査法人が作成する監査報告書の記載事項のうち，経営者及び監査役等の責任の区分には，両者がともに財務諸表等に重要な虚偽表示がないように内部統制を整備及び運用する責任があることが含まれる。,,,2,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,6,会社法における会計監査人に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査役設置会社において，会計監査人の選任に関する議案内容は，取締役会が決定し，監査役の過半数の同意を得て株主総会に提出する。,指名委員会等設置会社において，会計監査人が欠けた場合に，遅滞なく会計監査人が選任されないときは，指名委員会が一時会計監査人の職務を行うべき者を選任しなければならない。,会計監査人を解任する相当の事由がある場合において，監査等委員の一人でもその解任に同意しないときは，監査等委員会は当該会計監査人を解任できない。,株式会社は，会計監査人の任務懈怠による損害賠償責任を契約によって一定額に限定できるようにするためには，あらかじめ，そのような契約を締結できる旨を定款に定めておかなければならない。,,,6,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,7,会社法における監査役等に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査委員会の監査委員には，全員が社外取締役であっても常勤者が不要であるが，監査等委員会の監査等委員には，社外取締役のほか常勤者が一人以上必要である。,指名委員会等設置会社の監査委員の解職は，株主総会の特別決議により行わなければならないが，監査等委員会設置会社の監査等委員は，取締役会決議によって解任することができる。,指名委員会等設置会社及び監査等委員会設置会社では，大会社であるか否かとは無関係に，取締役会による内部統制システムの整備の決定が義務付けられている。,監査役会は，監査役の役割分担や情報の共有など，監査の方針や会社の業務及び財産の状況の調査の方法に関する事項を定めるが，このような監査役会の決定にかかわらず，各監査役は，自己の担当以外の事項についても単独で調査権限を行使できる。,,,6,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,8,内部統制の評価及び監査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,経営者による内部統制の有効性の評価に当たっては，トップダウン型のリスク・アプローチが採用されていることから，評価範囲とする事業拠点の決定において，全社的な内部統制の評価が良好であることを前提に，連結ベースの売上高等のおおむね3 分の2程度とすることが認められている。したがって，これにより除外された事業拠点に関しては，財務報告への影響を勘案して，重要性の大きい業務プロセスを有していても，それを評価対象に追加する必要はない。,監査人は，経営者の評価結果を監査証拠として利用する場合を除き，経営者が具体的にどのような方法で内部統制の整備・運用の状況を評価したかを詳細に検証する必要はないが，経営者が統制上の要点を適切に選定しているかは評価する必要がある。,監査人は，業務プロセスに係る内部統制の不備が開示すべき重要な不備に該当するかどうかを，当該不備により実際に生じた虚偽記載の財務報告全般に対する金額的重要性及び質的重要性に基づいて決定しなければならない。,経営者による内部統制の有効性評価の過程では発見されなかった開示すべき重要な不備が，内部統制監査の過程で監査人により発見される場合がある。この場合，期末日までに是正措置が実施されたときには，監査人は，当該措置について経営者が行った評価が適切であるかを確認する。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,9,監査の品質管理に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査事務所は，日本公認会計士協会が実施する品質管理レビューの範囲及び結論を考慮した結果，適切であると判断した場合でも，当該品質管理レビューを監査事務所が実施すべき品質管理システムの監視の代替として用いることはできない。,監査事務所における内部通報制度は，監査事務所の専門要員が，業務における職業的専門家としての基準及び適用される法令等の違反に関する不服と疑義の申立てを行うために設けられるものであることから，監査事務所外の第三者が当該制度を利用することはできない。,監査事務所は，品質管理システムの監視によって不備が発見された場合，関係する個々の監査業務又は専門要員に対して適切な是正措置を実施するほか，品質管理の方針及び手続の変更を行うことがある。,監査事務所が日本公認会計士協会の品質管理レビューの結果を受領した場合には，監査チームは，被監査会社の監査役等に対し，必ずしもその結果を伝達しなくてもよいが，当該被監査会社に対する監査業務が品質管理レビューの対象業務として選定されたときは，選定された事実や当該業務に対する品質管理レビューにおいて発見された不備事項を伝達しなければならない。,,,2,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,10,保証業務に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,限定的保証業務は，合理的保証業務の場合と比べて，実施する手続の種類，実施時期及び実施範囲が限定的であるが，結論を報告する基礎として，業務実施者は十分に有意な保証水準を得ることが求められる。,限定的保証業務に分類される業務には，業務実施者が，主題に責任を負う者又は特定の利用者との間で合意された手続に基づき発見した事項のみを報告する業務が含まれる。,合理的保証業務と限定的保証業務という分類は，保証業務リスクの程度による分類であり，限定的保証業務であったとしても，その結論が積極的形式で報告される場合もある。,合理的保証業務及び限定的保証業務のいずれにおいても，業務実施者は，内部統制を含む業務環境を理解することが求められる。,,,3,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,11,我が国における一般に公正妥当と認められる監査の基準に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査人は，監査報告書上で一般に公正妥当と認められる監査の基準に準拠した旨を記載するに当たって，監査基準，監査実務に関する全般的な指針，並びに個々の監査業務に関連する他の全ての監査基準委員会報告書及び他の監査実務指針の要求事項を遵守しなければならない。,法令の規定が監査基準及び監査実務指針と異なる場合，法令のみに準拠して実施された監査であっても，一般に公正妥当と認められる監査の基準に準拠したものとはならないことがある。,監査人は，監査を実施するに当たって，我が国において一般に公正妥当と認められる監査の基準に準拠することが求められているため，国際監査基準や特定の国の監査基準に準拠して監査を実施することはできない。,監査基準委員会報告書における小規模企業とは，相当に小規模な企業を想定している。我が国ではこうした企業が多く存在し，監査基準に基づく監査を行う上で適用例が多いと考えられるため，小規模企業に特有の考慮事項が規定されている。,,,1,アイ,アウ,アエ,イウ,イエ,ウエ,0
R5_1,12,信頼性の保証水準に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,中間監査は，中間財務諸表を対象にしているものの，監査として位置付けられることから，年度監査と同程度の信頼性を保証する。,四半期レビューは，四半期財務諸表が適正に表示されていないと信じさせる事項が全ての重要な点において認められなかったかどうかに関する結論の表明を目的として実施されるため，年度監査と同程度の信頼性を保証するものではない。,監査における不正リスク対応基準が適用される年度監査は，企業の不正による重要な虚偽の表示のリスクに，より有効に対応する目的で実施されるため，当該基準が法令により準拠が求められていない年度監査より高い信頼性を保証する。,内部統制監査は，内部統制報告書を対象としているものの，監査として位置付けられることから，年度監査と同程度の信頼性を保証する。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
