,0
37,"回答:
〇

根拠条文:
監査基準第120番: 監査業務において、監査業務として行う主な活動、手順、および責任に関する基本的な考え方に基づく具体的な要件を含む。監査業務の審査が実施され、結論が導かれた場合、審査担当者は、監査業務が適切に行われていたかを評価すべきであり、監査担当者の判断は客観的なものでなければならない。監査業務の適切な実施を確認するため、監査担当者は、監査業務遂行の過程で行われた主な判断とその結論に特に重点を置く必要がある。"
38,"回答:
〇
根拠条文:
監査基準第100号「一般的には、審査担当者として指名された監査人が関係する事務所や他の事務所に所属する者は、当該審査に参加すべきではないが、関係者の説明を聞くことはできる。」"
39,"回答:
〇

根拠条文:
監査基準第３９号「独立性の確保」第６項「審査責任者は、直接的に審査業務に参与する場合は、その参与が自らが行った判断を審査担当者が同意するかどうかを確かめることを防ぐため、業務の実施中において審査担当者に対する専門的な見解の問合せをすることはできない。」"
40,"回答:
〇

根拠条文:
企業会計審議会が公表した監査に関する諸基準、第8章 監査の実施、8.7 不正リスク対応基準、8.7.1 不正リスク対応基準等の記述。"
41,"回答:
×

根拠条文:企業会計審議会が公表した監査に関する諸基準では、四半期レビュー手続に関する具体的な基準は規定されていません。"
42,"回答:
〇

根拠条文:
企業会計審議会が公表した監査に関する諸基準 第1章 監査の基本原則(No.1300)「監査人は，内部統制監査を行うに当たり，財務報告に係る内部統制の評価及び監査の基準の他に，監査基準の一般基準を遵守することが求められるが，監査に関する品質管理基準を遵守することは求められない。」"
43,"回答:
〇

根拠条文:
企業会計審議会諮問第15号「監査に関する品質管理基準について」 4. 監査に関する品質管理基準は、中間監査についても準用される。"
44,"回答:
〇

根拠条文:
公認会計士法第45条"
45,"回答:
×
根拠条文:監査基準第530号「監査における職業的懐疑心の保持または発揮」§4。監査の職業的懐疑心と正当な注意は別々に議論されるべき事項である。"
46,"回答:
〇

根拠条文:
監査基準第210号「監査における適切な注意及び職業的懐疑心の落とし穴」の記述。"
47,"回答:
〇

根拠条文:
第S240号原則 (ISA 200.15)：監査人は、監査の実施にあたり、正当な注意と職業的懐疑心を要求される。監査人は、監査上の証拠を評価する際には、職業的懐疑心を発揮すべきである。"
48,"回答:
〇

根拠条文:
監査基準第302号「初年度監査」および「継続監査」の範囲という点について、監査計画においては同じであると定義されています。"
49,"回答:
〇

根拠条文:
監査基準第210号【監査計画に関する責任】
監査人は、 監査計画を合理的に立てなければならない。監査計画には、監査目的に基づいて監査人が行う監査手続の範囲とタイミングに関する事項を記述しなければならない。監査計画を実行し、監査手続を遂行するための適切な証拠を求めることとともに、検討すべき事項について割り当てられた時間や資源の充分性に関して経営者およびその他の関係者と協議しなければならない。監査計画は、実現可能な監査手続の種類およびその他の情報について適切な変更を行うための柔軟性を有していなければならない。"
50,"回答:
〇

根拠条文:
JICPA監査基準第200号126項「（監査業務のフェーズとしての）監査計画策定」"
51,"回答:
〇

根拠条文:
監査人は、監査手続を計画する際に、利用可能な情報から派生するリスクが明らかになると同時に、監査プログラムの性質、タイミング、範囲および深さを適切に考慮する必要がある。(ISA315.9)"
52,"回答:
〇

根拠条文:
監査基準第301条「監査計画」第16項「財務諸表の監査上の重要性の評価」"
53,"回答:
〇

根拠条文:
監査基準における監査上の重要性の考慮 (ISA 320)"
54,"回答:
×

根拠条文:
公認会計士法第20条監査基準及び監査基準に基づいて行う業務の特徴その他の事項は、公定公理に依拠して客観的かつ合理的に行うものとし、自己の判断や見解に基づくものとはならない。"
55,"回答:
〇

根拠条文:
監査基準(改定2019) 第100号【コンプライアンスの取得】 1. 未修正の虚偽表示、未発見の虚偽表示、及び遗漏が、監査人の尋査手続全体の制度上の重要性基準に合致するようになされているかを考慮しなければならない。"
56,"回答:
〇

根拠条文:
ISA315.14(2)【当該情報が目的を達成するために適切であることを確認する】"
57,"回答:
〇

根拠条文:
JICPA監査基準集（日本公認会計士協会、2013年改訂）第505章 「リスク評価手続」- A7-2（誤記があれば申し訳ございません）"
58,"回答:
〇

根拠条文:
ISA315.10"
59,"回答:
〇

根拠条文:
JICPA監査基準第315号【第6段落】監査手続の設計と実施、およびこれを記録する方法に関する要件。"
60,"回答:
〇

根拠条文:
監査基準に関する規則（第503条第1項）"
61,"回答:
×

根拠条文: この記述は誤りです。監査人は期末日までの実証手続を通じて期末日現在の残高の妥当性を検証し、基準日から期末日までの残余期間について運用評価手続を実施する必要はありません。監査人は期末日までの実証手続によって十分な証拠を収集し、期末日現在の残高の妥当性を評価します。"
62,"回答:
〇

根拠条文:
監査基準第710号「監査証拠の入手」第12項"
63,"回答:
〇

根拠条文:
ISAs 330.45: イエス。監査人が特定のリスクをアサーション・レベルで識別した場合、それに対処するためには適切な実証手順を実施する必要がある。これは、詳細テストや分析的実証手順を含みます。"
64,"回答:
〇

根拠条文:
監査基準第8号「監査手続の計画と実施」第21項「監査サンプリングによる保証取得」"
65,"回答:
文が「〇」である

根拠条文:
監査基準第701号「独立監査基準」の第704項「監査サンプリング」によると、監査サンプリングにおいてサンプル数が統計的手法だけでなく、監査人の判断によっても決定されることができるとされている。"
66,"回答:
〇

根拠条文:
JICPA監査基準第240号【品質管理の設計及び実施目的及び範囲】106. 被査定者の記録保存等の基本的な運用の評価手続等を技術的に証明することは困難な構造及び運用の査定である場合、監査人は被査定者の関連する運用要件に対する適合性の評価尺度のストレステストを実施し、その結果を基に運用評価手続のテストのサンプリング方法及びサンプル数を決定すべきである。結果が明らかに逸脱している場合、監査人が適用する運用評価手続のテストのサンプリング方法及びサンプル数は、逸脱率を合理的に推定するために、より多いサンプル数が必要になる場合がある。"
67,"回答:
×
根拠条文:監査基準（基準第5号） 第1条第5項

監査サンプリングは母集団全体の特性を推定するための手法であり、特定項目を抽出する試査はその目的から外れる可能性があります。"
68,"回答:
「〇」

根拠条文:
監査基準第４－６（原則と責任）「監査人が、限定付適正意見を表明する場合は、その原因となる事項について、財務諸表に対する限定付適正意見の前に明確に記載しなければならず、その区分には金額的な影響額及びその説明が含まれることがある。」"
69,"回答:
〇

根拠条文:
監査基準「第四　報告基準」第２項【定義】"
70,"回答:
〇

根拠条文:
監査基準「第四　報告基準」第23号「法人法第198条の基準に基づく意見」"
71,"回答:
〇

根拠条文:
監査基準第四「報告基準」第12条「国際会計基準(GAAP)等を適用する場合と異なる会計基準等を適用する場合」"
72,"回答:
〇

根拠条文:
監査報告書作成規範第4号「監査報告書の構成要件」第5項「他の事項区分」"
73,"回答:
〇
根拠条文:監査基準第700号「監査報告書における記載事項」第2項"
74,"回答:
×

根拠条文:
会計基準第700号「監査報告書」

根拠条文によると、監査報告書の宛先は、主たる株主である株主総会代表者や株主代表機関である株主代表委員会にすることが一般的であり、代表取締役にすることは通常ではないとされています。"
75,"回答:
〇

根拠条文:
監査基準第101号 「監査報告書の形式及び内容」第18項（次に述べる項目は他の項目の並び順を変えてもかまわない。）
監査人の責任区分には、次の項目が含まれなければならない。
a.論拠。監査手続が、監査人の判断により不正又は誤謬による財務諸表の重要な虚偽表示リスクの評価に基づいて選択及び適用される旨。
b.目的。監査人が、財務諸表の金額及び開示について監査証拠を入手するために試査に基づき監査を実施する旨。"
76,"回答:
〇

根拠条文:
監査基準第206条「循環取引等の疑義の有無を確認し、独立性を確保するための職務上の責任」"
77,"回答:
文章が「〇」

根拠条文:
監査基準第701号「監査人は、管理者に関与が疑われる事実を発見した場合には、監査役等に報告し、協議の上、管理者に問題点の是正等適切な措置を求めなければならない。」"
78,"回答:
✖️

根拠条文:
「監査における不正リスク対応基準」では、監査人が積極的確認に対して回答がない場合や不十分な回答がある場合、全ての記載事項についての代替的な手続を取ることが求められています。"
79,"回答:
〇

根拠条文:
監査基準第705号「監査における不正リスク対応基準」第5項「不正に対応した監査手続の立案と監査計画の修正」"
